HUD AMP #,TDS #,CONSOLIDATED TDS #,DEVELOPMENT EDP #,OPERATING EDP #,HUD #,DEVELOPMENT NAME,METHOD,TYPE,PROGRAM,# OF SECTION 8 TRANSITION UNITS,# OF CURRENT UNITS,TOTAL NUMBER OF UNITS,NUMBER OF RENTAL ROOMS,AVG. NO. R/R PER UNIT,POPULATION - SECTION 8 TRANSITION,POPULATION - PUBLIC HOUSING,TOTAL POPULATION,# OF RESIDENTIAL BUILDINGS,# OF NON-RESIDENTIAL BUILDINGS,# OF STAIRHALLS,# OF STORIES,TOTAL AREA - SQ. FT.,ACRES,NET DEV. AREA - SQ. FT.,(EXCLUDING PARK) ACRES,BLDG. COVERAGE - SQ. FT.,CUBAGE - CU. FT.,BLDG/LAND COVERAGE - %,DENSITY (POPULATION/ACRE),DEVELOPMENT COST,COST PER RENTAL ROOM (AS BUILT),AVG. MONTHLY GROSS RENT,LOCATION,BOROUGH,COMMUNITY DISTRICT,US CONGRESSIONAL DISTRICT,NEW YORK STATE SENATE DISTRICT,NEW YORK STATE ASSEMBLY DISTRICT,NEW YORK CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,# OF FAMILIES ON FIXED INCOME,% OF FAMILIES ON FIXED INCOME,YEAR
NY005011670,282,167,508,283,NY005211,RUTLAND TOWERS,CONVENTIONAL,REHAB,FEDERAL,,60,61,218.0,3.63,,100,100,1,0,1,6,"19,400",0.45,"19,400",0.45,"13,470","642,963",69.43%,222,"$1,594,181","$6,727",$502,EAST NEW YORK AVE E 91ST ST E 92ND ST RUTLAND RD,BROOKLYN,17,9,20,58,41,5/17/1977,,,,,29,49.2%,2019
NY005011620,158,162,274,269,NY005067,SARATOGA VILLAGE,CONVENTIONAL,NEW CONST,FEDERAL,,125,125,562.5,4.50,,298,298,1,0,1,16,"54,935",1.26,"54,935",1.26,"6,911","1,037,975",12.58%,237,"$2,334,676","$4,147",$613,SARATOGA AVE HANCOCK ST HALSEY ST,BROOKLYN,16,8,18,55,41,12/31/1966,,,,,42,33.6%,2019
NY005010360,036,036,314,314,NY005114B,SHEEPSHEAD BAY,CONVENTIONAL,NEW CONST,FEDERAL,,"1,054","1,056","4,911.0",4.66,,"2,383","2,383",18,0,36,6,"1,036,600",23.80,"953,637",21.89,"159,727","10,080,777",15.41%,100,"$12,596,000","$2,573",$542,AVENUE X BATCHELDER ST AVENUE V NOSTRAND AVE,BROOKLYN,15,9,19,41,46,8/8/1950,1968/08/29-FED TRAN,,,,371,35.4%,2019
NY005013510,366,351,801,765,NY005250,STERLING PLACE REHABS (SAINT JOHNS-STERLING),TURNKEY,REHAB,FEDERAL,,83,83,440.5,5.31,,275,275,5,0,5,4,"49,149",1.13,"49,149",1.13,"28,039","1,312,849",57.05%,243,"$9,091,865","$20,640",$709,SAINT JOHNS PL & PARK PL STERLING PL BUFFALO AVE & UTICA AVE RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",5/11/1991,,,YES,,12,14.6%,2019
NY005013510,368,351,837,765,NY005305,STERLING PLACE REHABS (STERLING-BUFFALO),TURNKEY,REHAB,FEDERAL,,125,125,593.5,4.75,,329,329,7,0,7,4,"48,928",1.12,"48,928",1.12,"36,119","1,656,285",73.82%,294,"$12,235,716","$20,616",$614,SAINT JOHNS PL & PARK PL STERLING PL BUFFALO AVE & UTICA AVE RALPH AVE,BROOKLYN,8,9,"20, 25",55,"36, 41",5/11/1991,,,YES,,25,20.2%,2019
NY005012210,221,221,337,337,NY005133,STUYVESANT GARDENS I,TURNKEY,NEW CONST,FEDERAL,,329,331,"1,614.5",4.91,,828,828,5,0,25,4,"202,058",4.64,"202,058",4.64,"92,431","3,341,149",45.74%,178,"$10,070,462","$6,212",$626,QUINCY ST MALCOLM X BLVD MONROE ST LEWIS AVE,BROOKLYN,3,8,25,56,36,8/31/1972,,,,,96,29.3%,2019
NY005012210,333,221,755,755,NY005269,STUYVESANT GARDENS II,TURNKEY,NEW CONST (ELD),FEDERAL,,150,150,525.0,3.50,,166,166,1,0,1,7,"70,050",1.61,"70,050",1.61,"16,458","1,044,874",23.49%,103,"$9,991,893","$19,032",$396,QUINCY ST MALCOLM X BLVD MONROE ST STUYVESANT AVE,BROOKLYN,3,8,25,56,36,2/28/1986,,EXCLUSIVELY,YES,,135,91.2%,2019
NY005010730,073,073,538,538,NY005220I,SUMNER,CONVENTIONAL,NEW CONST,FEDERAL,,"1,098","1,099","5,007.0",4.56,,"2,288","2,288",13,0,24,7-12,"963,265",22.11,"905,577",20.79,"131,812","8,881,677",13.68%,103,"$18,007,000","$3,608",$528,PARK AVE LEWIS AVE MYRTLE AVE THROOP AVE,BROOKLYN,3,8,18,56,36,5/14/1958,1978/07/01-ATP 3,,,,470,43.2%,2019
NY005011700,170,170,278,278,NY005087,SURFSIDE GARDENS,CONVENTIONAL,NEW CONST,FEDERAL,,594,600,"2,550.0",4.29,,"1,141","1,141",5,0,5,14-15,"323,050",7.42,"323,050",7.42,"36,810","5,005,316",11.39%,154,"$13,577,964","$5,261",$450,W 31ST ST NEPTUNE AVE W 33RD ST SURF AVE,BROOKLYN,13,8,23,46,47,6/30/1969,,PARTIALLY,,,358,61.7%,2019
NY005011670,369,167,807,203,NY005311,SUTTER AVENUE-UNION STREET,TURNKEY,REHAB,FEDERAL,,100,100,467.0,4.67,,254,254,3,0,3,4-6,"37,500",0.86,"37,500",0.86,"21,424","1,011,839",57.13%,295,"$9,370,007","$20,064",$678,SUTTER AVE UNION STREET EAST NEW YORK AVE,BROOKLYN,16,9,20,55,41,8/31/1995,,,YES,,19,19.2%,2019
NY005011670,354,167,775,763,NY005278,TAPSCOTT STREET REHAB,TURNKEY,REHAB,FEDERAL,,155,155,687.5,4.44,,349,349,8,0,8,4,"64,755",1.49,"64,755",1.49,"37,312","1,679,040",57.62%,234,"$10,106,270","$14,721",$532,SUTTER AVE GRAFTON ST DUMONT AVE UNION ST,BROOKLYN,16,9,20,55,41,1/24/1986,,,YES,,39,25.5%,2019
NY005012340,234,234,358,358,NY005141,TAYLOR STREET-WYTHE AVENUE,TURNKEY,NEW CONST,FEDERAL,,525,525,"2,465.5",4.70,,"1,226","1,226",5,1,6,8-11-12-13,"183,100",4.20,"183,100",4.20,"57,205","5,051,383",31.24%,292,"$20,178,024","$8,118",$477,WYTHE AVE CLYMER ST ROSS ST,BROOKLYN,1,7,18,50,33,6/30/1974,,,,,227,43.8%,2019
NY005000720,096,096,233,233,NY005034,TILDEN,CONVENTIONAL,NEW CONST,FEDERAL,,998,998,"4,750.0",4.76,,"2,556","2,556",8,1,9,16,"465,764",10.69,"465,764",10.69,"66,416","8,888,637",14.26%,239,"$14,827,430","$3,122",$492,DUMONT AVE MOTHER GASTON BLVD LIVONIA AVE ROCKAWAY AVE,BROOKLYN,16,9,20,55,41,6/30/1961,,,,,326,33.2%,2019
NY005011310,131,131,246,246,NY005046,TOMPKINS,CONVENTIONAL,NEW CONST,FEDERAL,,"1,045","1,046","5,218.5",4.99,,"2,818","2,818",8,1,13,8-16,"521,950",11.98,"521,950",11.98,"94,386","9,894,217",18.08%,235,"$18,445,969","$3,532",$572,PARK AVE THROOP AVE MYRTLE AVE TOMPKINS AVE,BROOKLYN,3,8,18,56,36,7/31/1964,,,,,352,34.0%,2019
NY005012610,240,261,348,375,NY005169,"UNITY PLAZA (SITES 17,24,25A)",TURNKEY,NEW CONST,FEDERAL,,167,167,768.5,4.60,,471,471,3,0,3,6,"80,525",1.85,"80,525",1.85,"27,159","2,001,480",33.73%,255,"$5,191,821","$6,699",$583,SUTTER AVE BLAKE AVE SHEFFIELD AVE ALABAMA AVE,BROOKLYN,5,8,19,60,42,11/30/1973,,,,,41,24.7%,2019
NY005012610,261,261,318,375,NY005117,UNITY PLAZA (SITES 4-27),CONVENTIONAL,NEW CONST,FEDERAL,,460,462,"2,141.0",4.65,,"1,133","1,133",5,0,13,6,"249,250",5.72,"249,250",5.72,"89,543","5,304,133",35.92%,198,"$16,798,483","$7,813",$557,BLAKE ST SHEFFIELD AVE DUMONT AVE HINSDALE ST,BROOKLYN,5,8,19,60,42,9/30/1973,,,,,130,28.8%,2019
NY005000610,061,061,216,216,NY005013,VAN DYKE I,CONVENTIONAL,NEW CONST,FEDERAL,,"1,603","1,603","7,402.5",4.62,,"3,855","3,855",22,1,32,3-14,"906,484",20.81,"844,628",19.39,"161,168","13,652,083",16.56%,185,"$21,351,730","$2,884",$546,SUTTER AVE POWELL ST LIVONIA AVE MOTHER GASTON BLVD,BROOKLYN,16,9,"19, 20",55,41,5/27/1955,,,,,469,29.7%,2019
NY005011680,146,182,257,257,NY005055,VAN DYKE II,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,111,112,413.5,3.73,,128,128,1,0,1,14,"40,574",0.93,"40,574",0.93,"9,017","845,622",22.22%,138,"$2,318,317","$5,546",$334,DUMONT AVE POWELL ST,BROOKLYN,16,9,19,55,41,4/30/1964,,EXCLUSIVELY,,,104,94.5%,2019
NY005011940,315,194,273,273,NY005243,VANDALIA AVENUE,TURNKEY,NEW CONST (ELD),FEDERAL,,288,293,"1,036.0",3.60,,333,333,2,1,3,10,"256,217",5.88,"256,217",5.88,"33,868","2,315,113",13.22%,57,"$20,511,981","$19,480",$376,LOUISIANA AVE VANDALIA AVE GEORGIA AVE FLATLANDS AVE,BROOKLYN,5,8,19,60,42,5/31/1983,,EXCLUSIVELY,YES,,262,91.0%,2019
NY005010310,229,031,357,357,NY005132,WEEKSVILLE GARDENS,TURNKEY,NEW CONST,FEDERAL,,256,257,"1,285.0",5.02,,718,718,2,0,14,4-5,"141,365",3.25,"141,365",3.25,"63,228","2,929,695",44.73%,221,"$7,871,249","$6,073",$568,PACIFIC ST SCHENECTADY AVE DEAN ST TROY AVE,BROOKLYN,8,8,25,56,36,4/30/1974,,,,,77,30.8%,2019
NY005005140,514,514,509,509,NY005213A,WHITMAN,CONVENTIONAL,NEW CONST,FEDERAL,,"1,651","1,659","7,833.5",4.74,,"3,866","3,866",15,3,48,6-13,"803,058",18.44,"744,421",17.09,"156,524","9,769,048",19.49%,210,"$10,341,328","$1,655",$556,PARK AVE CARLTON AVE MYRTLE AVE SAINT EDWARDS ST,BROOKLYN,2,8,25,57,35,2/24/1944,1977/07/01-ATP 1,,,,554,34.2%,2019
NY005021280,128,128,443,443,NY005385,WILLIAMS PLAZA,CONVENTIONAL,NEW CONST,MIXED FINANCE/LLC2,109,577,577,"2,652.5",4.60,259,"1,031","1,290",5,0,5,14-21,"242,859",5.58,"242,859",5.58,"39,895","5,239,694",16.43%,231,"$11,631,000","$4,390",$469,ROEBLING ST BROADWAY DIVISION AVE MARCY AVE,BROOKLYN,1,7,18,50,33,4/30/1964,,,,,287,50.3%,2019
NY005000020,002,002,200,200,NY005041,WILLIAMSBURG,CONVENTIONAL,NEW CONST,FEDERAL,,"1,627","1,630","6,528.5",4.01,,"3,025","3,025",20,1,137,4,"1,016,895",23.34,"927,103",21.28,"326,716","14,056,383",32.13%,130,"$13,063,992","$2,266",$512,LEONARD ST BUSHWICK AVE MAUJER ST SCHOLES ST,BROOKLYN,1,7,18,53,34,4/10/1938,,,,,770,48.3%,2019
NY005011680,182,182,285,257,NY005084,WOODSON,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,407,407,"1,419.5",3.49,,449,449,2,0,2,10-25,"140,000",3.21,"100,000",2.30,"24,456","2,792,393",17.47%,140,"$8,225,987","$5,785",$342,BLAKE AVE LIVONIA AVE POWELL ST JUNIUS ST,BROOKLYN,16,8,19,55,42,8/31/1970,,EXCLUSIVELY,,,359,88.6%,2019
NY005011630,163,163,272,272,NY005074,WYCKOFF GARDENS,CONVENTIONAL,NEW CONST,FEDERAL,,528,529,"2,434.0",4.61,,"1,131","1,131",3,0,3,21,"253,000",5.81,"253,000",5.81,"31,158","4,724,612",12.32%,195,"$10,130,155","$4,149",$584,THIRD AVE NEVINS ST WYCKOFF ST BALTIC ST,BROOKLYN,6,7,25,52,33,12/31/1966,,,,,231,44.6%,2019
NY005010970,154,097,264,261,NY005065,131 SAINT NICHOLAS AVENUE,CONVENTIONAL,NEW CONST,,,98,100,386.0,3.94,0,165,165,1,0,1,17,"29,359",0.67,"29,359",0.67,"5,759","771,591",19.62%,246,"$1,880,013","$4,694",$529,SAINT NICHOLAS AVE W 116TH ST W 117TH ST,MANHATTAN,10,13,30,70,09,3/31/1965,,,,,41,42.7%,2019
NY005013590,359,359,840,840,NY005270,154 WEST 84TH STREET,TURNKEY,NEW CONST,,,35,35,157.5,4.50,0,74,74,1,0,1,7,"9,621",0.22,"9,621",0.22,"5,774","361,857",60.01%,336,"$4,503,296","$28,412",$644,AMSTERDAM AVE W 84TH ST COLUMBUS AVE,MANHATTAN,7,10,29,69,06,3/31/1996,,,YES,YES,7,20.0%,2019
NY005010640,203,064,320,219,NY005126,335 EAST 111TH STREET,TURNKEY,NEW CONST,,,66,66,259.0,3.92,0,114,114,1,0,1,6,"20,205",0.46,"20,205",0.46,"9,143","530,550",45.25%,248,"$1,241,825","$4,651",$482,SECOND AVE E 111TH ST FIRST AVE E 112TH ST,MANHATTAN,11,13,29,68,08,6/30/1969,,,,,33,50.0%,2019
NY005021850,185,153,452,452,NY005374,344 EAST 28TH STREET,CONVENTIONAL,NEW CONST,,73,225,225,985.5,4.38,146,281,427,1,0,1,26,"44,644",1.02,"44,644",1.02,"7,889","1,946,457",17.67%,419,"$4,980,000","$5,053",$516,E 27TH ST NEW ST E 28TH ST FIRST AVE,MANHATTAN,6,12,27,74,02,3/31/1971,,,,,111,50.2%,2019
NY005011000,265,100,380,312,NY005186,45 ALLEN STREET,TURNKEY,NEW CONST,,,107,107,537.5,5.02,0,237,237,1,1,2,14,"39,609",0.91,"39,609",0.91,"8,031","950,162",20.28%,260,"$4,290,021","$7,981",$687,GRAND ST ALLEN ST HESTER ST ELDRIDGE ST,MANHATTAN,3,7,26,65,01,7/31/1974,,,,,46,44.2%,2019
NY005010820,150,082,258,258,NY005059,830 AMSTERDAM AVENUE,CONVENTIONAL,NEW CONST,,,158,159,724.0,4.58,0,351,351,1,0,1,20,"28,690",0.66,"28,690",0.66,"7,750","1,375,740",27.01%,532,"$3,631,814","$4,992",$492,W 101ST ST AMSTERDAM AVE W 100TH ST,MANHATTAN,7,10,30,69,07,8/31/1965,,,,,63,40.4%,2019
NY005010220,022,022,530,530,NY005220A,AMSTERDAM,CONVENTIONAL,NEW CONST,,,"1,084","1,084","5,129.0",4.73,0,"2,270","2,270",13,0,24,6-13,"446,172",10.24,"413,534",9.49,"100,358","8,233,310",22.49%,222,"$12,262,000","$2,391",$544,W 61ST ST W 64TH ST WEST END AVE AMSTERDAM AVE,MANHATTAN,7,10,31,67,06,12/17/1948,1978/07/01-ATP 3,,,,468,43.5%,2019
NY005021870,187,022,453,453,NY005366,AMSTERDAM ADDITION,CONVENTIONAL,NEW CONST,,26,175,175,762.5,4.36,66,287,353,1,0,1,27,"36,154",0.83,"36,154",0.83,"17,562","1,825,587",48.58%,425,"$7,053,000","$9,250",$510,W 64TH ST W 65TH ST AMSTERDAM AVE WEST END AVE,MANHATTAN,7,10,31,67,06,1/31/1974,,,,,97,55.7%,2019
NY005010030,125,003,444,444,NY005365,AUDUBON,CONVENTIONAL,NEW CONST,,,167,168,826.5,4.95,0,446,446,1,0,1,20,"27,477",0.63,"27,477",0.63,"9,043","1,585,892",32.91%,708,"$2,817,000","$3,382",$578,W 154TH ST W 155TH ST AMSTERDAM AVE,MANHATTAN,9,13,30,71,07,4/30/1962,1995/07/13-PTA,,,,64,38.8%,2019
NY005010600,060,060,215,215,NY005012,BARUCH,CONVENTIONAL,NEW CONST,,,"2,193","2,194","10,240.5",4.67,0,"4,872","4,872",17,1,35,7-13-14,"1,196,115",27.46,"1,101,503",25.29,"160,098","17,784,205",13.38%,177,"$36,411,155","$3,553",$534,E HOUSTON ST FDR DRIVE DELANCEY ST COLUMBIA ST,MANHATTAN,3,7,26,74,02,8/6/1959,,,,,962,44.5%,2019
NY005010600,198,060,383,215,NY005111,BARUCH HOUSES ADDITION,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,197,197,646.5,3.28,0,242,242,1,0,1,23,"47,204",1.08,"47,204",1.08,"6,149","1,268,931",13.03%,224,"$6,622,549","$9,907",$302,COLUMBIA ST DELANCEY ST E HOUSTON ST FDR DRIVE,MANHATTAN,3,7,26,74,02,4/30/1977,,EXCLUSIVELY,,,179,92.3%,2019
NY005010030,160,003,271,271,NY005070,BETHUNE GARDENS,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,210,210,735.0,3.50,0,260,260,1,0,1,22,"63,546",1.46,"63,546",1.46,"7,751","1,393,115",12.20%,178,"$3,785,397","$5,007",$337,W 156TH ST SAINT NICHOLAS AVE AMSTERDAM AVE,MANHATTAN,12,13,30,71,07,3/31/1967,,EXCLUSIVELY,,,185,88.5%,2019
NY005012920,264,337,379,370,NY005185,BRACETTI PLAZA,TURNKEY,NEW CONST,FEDERAL,,108,108,538.0,4.98,0,257,257,1,0,2,7,"44,353",1.02,"44,353",1.02,"18,790","1,216,072",42.36%,252,"$4,364,419","$8,008",$596,E 3RD ST AVENUE C E 4TH ST AVENUE B,MANHATTAN,3,12,26,74,02,5/31/1974,,,,,47,43.9%,2019
NY005012570,286,337,593,593,NY005264,CAMPOS PLAZA II,CONVENTIONAL,NEW CONST,FEDERAL,,224,224,"1,088.0",4.86,0,508,508,2,0,3,9-17,"93,155",2.14,"93,155",2.14,"29,149","2,470,285",31.29%,237,"$17,601,547","$16,193",$627,AVENUE B E 14TH ST AVENUE C E 13TH ST,MANHATTAN,3,12,27,74,02,4/30/1983,,,YES,,105,46.9%,2019
NY005000580,058,058,534,534,NY005220E,CARVER,CONVENTIONAL,NEW CONST,FEDERAL,,"1,244","1,246","5,761.0",4.63,0,"2,586","2,586",13,0,13,6-15,"637,132",14.63,"594,887",13.66,"97,568","10,275,141",15.31%,177,"$24,155,000","$4,145",$590,E 99TH ST PARK AVE MADISON AVE E 106TH ST,MANHATTAN,11,13,30,68,08,2/14/1958,1978/07/01-ATP 3,,,,502,41.0%,2019
NY005021340,134,134,446,446,NY005372,CHELSEA,CONVENTIONAL,NEW CONST,MIXED FINANCE/LLC1,68,425,425,"1,914.5",4.50,177,733,910,2,0,4,21,"74,488",1.71,"74,488",1.71,"18,557","3,689,065",24.91%,532,"$8,776,000","$4,584",$583,W 25TH ST W 26TH ST NINTH AVE,MANHATTAN,4,10,27,75,03,5/31/1964,,,,,181,43.0%,2019
NY005011340,176,134,451,451,NY005361,CHELSEA ADDITION,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,96,96,336.0,3.50,0,114,114,1,0,1,14,"44,921",1.03,"44,921",1.03,"14,475","1,021,739",32.22%,111,"$2,402,000","$7,149",$337,CHELSEA PARK W 26TH ST TENTH AVE,MANHATTAN,4,10,31,75,03,4/30/1968,1995/07/13-PTA,EXCLUSIVELY,,,88,92.6%,2019
NY005001230,123,123,245,245,NY005045,CLINTON,CONVENTIONAL,NEW CONST,FEDERAL,,748,749,"3,523.0",4.71,0,"1,720","1,720",6,2,8,9-18,"243,770",5.60,"232,673",5.34,"51,879","6,740,935",21.28%,307,"$16,774,779","$4,756",$529,"PARK & LEX AVES E 104TH,106TH STS E 108TH ST E 110TH ST",MANHATTAN,11,13,30,68,08,10/31/1965,,,,,330,45.0%,2019
NY005010640,199,064,359,219,NY005149,CORSI HOUSES,CONVENTIONAL,NEW CONST (ELD),FEDERAL,,171,171,512.5,3.00,0,186,186,1,0,1,16,"32,004",0.73,"32,004",0.73,"20,446","1,361,650",63.89%,255,"$6,600,521","$11,882",$303,E 116TH ST E 117TH ST FIRST AVE SECOND AVE,MANHATTAN,11,13,29,68,08,11/30/1973,,EXCLUSIVELY,,,144,86.7%,2019
NY005011270,155,127,265,259,NY005066,DE HOSTOS APARTMENTS,CONVENTIONAL,NEW CONST,FEDERAL,,219,223,953.5,4.35,0,453,453,1,0,1,22,"32,690",0.75,"32,690",0.75,"10,319","1,794,597",31.57%,604,"$4,044,899","$4,130",$532,AMSTERDAM AVE W 93RD ST BROADWAY W 94TH ST,MANHATTAN,7,10,30,69,06,3/28/1969,,,,,87,40.7%,2019
NY005010820,148,082,569,569,NY005244B,DOUGLASS ADDITION,CONVENTIONAL,NEW CONST,,,135,135,667.5,4.94,0,337,337,1,0,1,16,"23,957",0.55,"23,957",0.55,"8,884","1,289,500",37.08%,613,"$3,783,000","$5,667",$600,W 102ND ST W 103RD ST AMSTERDAM AVE,MANHATTAN,7,10,30,69,07,6/30/1965,1979/08/01-ATP 4,,,,50,37.0%,2019
NY005010820,082,082,569,569,NY005244B,DOUGLASS I,CONVENTIONAL,NEW CONST,,,"1,302","1,305","5,806.0",4.46,0,"2,651","2,651",11,0,11,5-9-12-17-20,"533,018",12.24,"533,018",12.24,"94,508","10,999,163",17.73%,217,"$22,701,754","$3,933",$549,W 104TH ST MANHATTAN AVE W 100TH ST COLUMBUS AVE,MANHATTAN,7,13,30,69,07,9/25/1958,1979/08/01-ATP 4,,,,543,42.0%,2019
NY005010820,582,082,569,569,NY005244B,DOUGLASS II,CONVENTIONAL,NEW CONST,,,752,753,"3,463.0",4.61,0,"1,589","1,589",6,0,6,9-12-17-18-20,"414,973",9.53,"330,232",7.58,"44,044","6,568,578",10.61%,167,"$14,739,246","$4,277",$589,W 104TH ST COLUMBUS AVE W 100TH ST AMSTERDAM AVE,MANHATTAN,7,13,30,69,07,9/25/1958,1979/08/01-ATP 4,,,,307,41.0%,2019
NY005021110,111,111,434,434,NY005373,DREW-HAMILTON,CONVENTIONAL,NEW CONST,,278,"1,211","1,217","5,344.5",4.41,631,"2,169","2,800",5,0,5,21,"312,188",7.17,"292,159",6.71,"74,433","9,889,060",23.84%,391,"$25,146,000","$4,687",$482,W 141ST ST W 144TH ST POWELL BLVD DOUGLASS BLVD,MANHATTAN,10,13,30,70,09,9/30/1965,,,,,474,40.0%,2019
NY005000410,041,041,373,373,NY005183A,DYCKMAN,CONVENTIONAL,NEW CONST,,,"1,167","1,167","5,054.5",4.33,0,"2,270","2,270",7,1,8,14,"613,884",14.09,"570,318",13.09,"80,457","9,780,114",13.11%,161,"$14,202,915","$2,812",$543,DYCKMAN ST NAGLE AVE W 204TH ST TENTH AVE,MANHATTAN,12,13,31,72,10,4/25/1951,1972/06/29-FED TRAN,,,,532,45.9%,2019
NY005010090,009,009,207,207,NY005005,EAST RIVER,CONVENTIONAL,NEW CONST,FEDERAL,,"1,156","1,170","4,846.0",4.19,0,"2,284","2,284",10,1,30,6-10-11,"512,822",11.77,"466,607",10.71,"112,140","7,963,515",21.87%,194,"$5,304,700","$1,086",$466,FIRST AVE FDR DRIVE E 102ND ST E 105TH ST,MANHATTAN,11,13,30,68,08,5/20/1941,,,,,470,41.7%,2019
NY005011340,015,134,367,367,NY005181C,ELLIOTT,CONVENTIONAL,NEW CONST,FEDERAL,,606,608,"2,843.0",4.69,0,"1,355","1,355",4,0,8,11-12,"204,530",4.70,"204,530",4.70,"45,023","4,301,454",22.01%,288,"$5,042,342","$1,808",$577,W 25TH ST CHELSEA PARK NINTH AVE TENTH AVE,MANHATTAN,4,10,"27, 31",75,03,7/15/1947,1972/06/29-FED TRAN,,,,223,38.3%,2019
NY005012920,001,337,370,370,NY005181A,FIRST HOUSES,CONVENTIONAL,NEW CONST,FEDERAL,,126,126,448.0,3.56,0,178,178,8,0,8,4-5,"53,532",1.23,"53,532",1.23,"24,540","1,411,795",45.84%,145,"$1,384,643","$3,653",$500,E 2ND ST E 3RD ST AVENUE A FIRST AVE,MANHATTAN,3,12,26,74,02,5/31/1936,1972/06/29-FED TRAN,,YES,,56,47.1%,2019
NY005013090,309,309,341,341,NY005266,FORT WASHINGTON AVENUE REHAB,TURNKEY,REHAB (ELD),FEDERAL,,226,226,814.0,3.60,0,277,277,1,0,2,7,"112,034",2.57,"112,034",2.57,"43,735","3,690,779",39.04%,108,"$16,237,236","$19,862",$327,RIVERSIDE DR W 163RD ST FT WASHINGTON AVE W 165TH ST,MANHATTAN,12,13,31,71,07,10/1/1985,,EXCLUSIVELY,YES,,204,90.3%,2019
NY005001360,136,136,252,252,NY005053,FULTON,CONVENTIONAL,NEW CONST,FEDERAL,,944,944,"4,223.0",4.47,0,"2,166","2,166",11,1,12,6-25,"214,139",4.92,"214,139",4.92,"70,645","8,097,991",25.88%,440,"$20,727,847","$4,866",$678,W 16TH ST W 19TH ST NINTH AVE,MANHATTAN,4,10,27,75,03,3/31/1965,,,,,374,39.9%,2019
NY005011000,100,100,237,237,NY005032,GOMPERS,CONVENTIONAL,NEW CONST,FEDERAL,,472,474,"2,193.0",4.65,0,"1,067","1,067",2,2,5,20,"161,016",3.70,"161,016",3.70,"24,555","4,083,496",15.25%,288,"$9,322,807","$4,240",$556,DELANCY ST PITT ST STANTON ST,MANHATTAN,3,7,26,74,02,4/30/1964,,,,,205,44.2%,2019
NY005010300,281,030,507,503,NY005210,GRAMPION,CONVENTIONAL,REHAB,FEDERAL,,35,35,155.5,4.44,0,67,67,1,0,1,7,"7,144",0.16,"7,144",0.16,"5,000","377,500",69.99%,419,"$817,621","$5,094",$522,W 119TH ST SAINT NICHOLAS AVE,MANHATTAN,10,13,30,70,09,5/17/1977,,,YES,,8,24.2%,2019
NY005000870,087,087,232,232,NY005030,GRANT,CONVENTIONAL,NEW CONST,FEDERAL,,"1,939","1,940","9,133.5",4.71,0,"4,282","4,282",9,1,10,13-21,"655,681",15.05,"655,681",15.05,"101,477","16,701,596",15.48%,285,"$28,783,425","$3,150",$565,W 125TH ST MORNINGSIDE AVE W 123RD ST BROADWAY,MANHATTAN,9,13,30,69,07,10/31/1957,,,,,741,39.0%,2019
NY005010220,262,022,377,377,NY005168,HARBORVIEW TERRACE,TURNKEY,NEW CONST,FEDERAL,,377,377,"1,493.5",3.96,0,648,648,2,0,2,14-15,"120,497",2.77,"120,497",2.77,"22,666","3,139,759",18.81%,234,"$16,721,224","$10,911",$522,W 54TH ST W 56TH ST TENTH AVE ELEVENTH AVE,MANHATTAN,4,10,"27, 31",67,06,6/30/1977,,PARTIALLY,,,241,65.0%,2019
NY005010030,003,003,201,201,NY005042,HARLEM RIVER,CONVENTIONAL,NEW CONST,FEDERAL,,574,577,"2,231.0",3.89,0,"1,079","1,079",7,0,47,4-5,"322,075",7.39,"313,137",7.19,"103,777","5,237,933",32.22%,146,"$4,147,782","$2,103",$548,MACOMBS PL HARLEM RIVER DR W 151ST ST W 153RD ST,MANHATTAN,10,13,30,71,09,10/1/1937,,,,,181,32.3%,2019
NY005010030,147,003,256,201,NY005051,HARLEM RIVER II,CONVENTIONAL,NEW CONST,FEDERAL,,116,116,515.0,4.44,0,272,272,1,0,1,15,"28,815",0.66,"28,815",0.66,"7,281","981,227",25.27%,412,"$2,605,601","$5,059",$589,DOUGLASS BLVD W 152ND ST MACOMBS PL W 151ST ST,MANHATTAN,10,13,30,71,09,10/31/1965,,,,,40,36.0%,2019
NY005011000,184,100,286,237,NY005085,HERNANDEZ,CONVENTIONAL,NEW CONST,FEDERAL,,149,149,601.5,4.04,0,260,260,1,0,1,17,"44,689",1.03,"44,689",1.03,"13,167","1,293,680",29.46%,252,"$3,731,491","$6,077",$524,ALLEN ST STANTON ST ELDRIDGE ST E HOUSTON ST,MANHATTAN,3,7,26,65,01,8/31/1971,,,,,80,54.4%,2019
